"","YearRemodAdd","X2ndFlrSF","X1stFlrSF","GrLivArea","TotalBsmtSF","TotRmsAbvGrd","SalePrice","GarageArea","YrSold","MoSold","DateSold","TotalSF","index_TotalSF","index_GarageArea","index_GrLivArea","index_YearRemodAdd","index_Room"
"880",2005,0,864,864,864,6,136500,336,2009,7,"07//2009",1728,1,2,1,8,3
"881",2006,0,1090,1090,1090,5,157000,450,2007,6,"06//2007",2180,2,3,2,8,2
"882",1991,530,1187,1717,1156,7,187500,400,2007,4,"04//2007",2873,2,3,3,6,4
"883",1993,785,808,1593,808,7,178000,389,2009,12,"12//2009",2401,2,3,2,6,4
"884",1950,795,954,2230,795,10,118500,440,2006,3,"03//2006",2544,2,3,3,1,6
"885",1967,0,892,892,892,5,100000,288,2009,7,"07//2009",1784,2,2,1,3,2
"886",2000,0,1709,1709,1698,5,328900,506,2008,1,"01//2008",3407,3,3,3,7,2
"887",2005,0,1712,1712,1626,8,145000,588,2006,6,"06//2006",3338,3,4,3,8,4
"888",1955,521,872,1393,816,8,135500,300,2008,4,"04//2008",2209,2,2,2,1,4
"889",1970,0,2217,2217,2217,8,268000,621,2007,10,"10//2007",4434,3,4,3,3,4
"890",1953,0,1505,1505,1505,6,149500,505,2009,2,"02//2009",3010,2,3,2,1,3
"891",2006,252,672,924,672,6,122900,576,2007,7,"07//2007",1596,1,4,1,8,3
"892",1978,765,918,1683,918,7,172500,440,2009,7,"07//2009",2601,2,3,3,4,4
"893",2003,0,1068,1068,1059,6,154500,264,2006,2,"02//2006",2127,2,2,2,8,3
"894",1954,0,1383,1383,1383,6,165000,354,2008,6,"06//2008",2766,2,2,2,1,3
"895",1979,0,1535,1535,0,8,118858,400,2009,6,"06//2009",1535,1,3,2,4,4
"896",1963,813,983,1796,780,8,140000,483,2008,10,"10//2008",2576,2,3,3,2,4
"897",1950,0,951,951,951,6,106500,327,2006,4,"04//2006",1902,2,2,1,1,3
"898",1979,1120,1120,2240,0,12,142953,528,2009,6,"06//2009",2240,2,3,3,4,7
"899",2010,0,2364,2364,2330,11,611657,820,2010,3,"03//2010",4694,4,5,4,8,6
"900",1994,0,1236,1236,912,6,135000,288,2006,6,"06//2006",2148,2,2,2,6,3
"901",1971,0,858,858,858,4,110000,684,2007,6,"06//2007",1716,1,4,1,3,2
"902",2000,0,1306,1306,992,5,153000,756,2009,5,"05//2009",2298,2,5,2,7,2
"903",2003,702,807,1509,783,8,180000,393,2006,7,"07//2006",2292,2,3,2,8,4
"904",2006,0,1670,1670,1670,7,240000,690,2006,8,"08//2006",3340,3,4,3,8,4
"905",1967,0,902,902,876,6,125500,288,2007,8,"08//2007",1778,2,2,1,3,3
"906",1954,0,1063,1063,1056,6,128000,280,2010,2,"02//2010",2119,2,2,2,1,3
"907",2006,0,1636,1636,1623,8,255000,865,2007,6,"06//2007",3259,3,5,2,8,4
"908",1987,1037,1020,2057,1017,6,250000,180,2006,6,"06//2006",3074,2,2,3,5,3
"909",1983,0,902,902,864,5,131000,484,2006,6,"06//2006",1766,2,3,1,5,2
"910",2005,742,742,1484,742,8,174000,390,2009,6,"06//2009",2226,2,3,2,8,4
"911",1960,1169,1105,2274,1105,12,154300,480,2010,1,"01//2010",3379,3,3,3,2,7
"912",1989,0,1268,1268,1268,5,143500,252,2009,10,"10//2009",2536,2,2,2,6,2
"913",1950,0,1015,1015,768,6,88000,450,2006,7,"07//2006",1783,2,3,2,1,3
"914",1950,1001,1001,2002,1001,8,145000,871,2007,8,"08//2007",3003,2,5,3,1,4
"915",2009,612,612,1224,612,4,173733,528,2009,6,"06//2009",1836,2,3,2,8,2
"916",1970,546,546,1092,546,6,75000,286,2007,1,"01//2007",1638,1,2,2,3,3
"917",1950,0,480,480,480,4,35311,308,2006,10,"10//2006",960,1,2,1,1,2
"918",1956,0,1229,1229,1134,6,135000,284,2009,4,"04//2009",2363,2,2,2,1,3
"919",1991,1215,912,2127,1104,8,238000,833,2007,11,"11//2007",3231,3,5,3,6,4
"920",2002,0,1414,1414,1184,6,176500,601,2008,5,"05//2008",2598,2,4,2,7,3
"921",1994,785,936,1721,928,7,201000,471,2007,7,"07//2007",2649,2,3,3,6,4
"922",2003,928,1272,2200,1272,9,145900,0,2008,9,"09//2008",3472,3,1,3,8,5
"923",2006,0,1316,1316,1316,6,169990,397,2006,10,"10//2006",2632,2,3,2,8,3
"924",1994,0,1617,1617,1604,5,193000,533,2008,7,"07//2008",3221,3,4,2,6,2
"925",1980,0,1686,1686,1686,7,207500,612,2006,5,"05//2006",3372,3,4,3,4,4
"926",1977,0,1126,1126,1126,6,175000,540,2008,3,"03//2008",2252,2,4,2,4,3
"927",2004,1140,1234,2374,1181,10,285000,656,2007,5,"05//2007",3555,3,4,4,8,6
"928",1968,880,1098,1978,832,9,176000,486,2008,4,"04//2008",2810,2,3,3,3,5
"929",2001,0,1788,1788,1753,7,236500,522,2009,6,"06//2009",3541,3,3,3,7,4
"930",1997,1243,993,2236,964,8,222000,642,2006,11,"11//2006",3200,3,4,3,7,4
"931",2007,0,1466,1466,1466,7,201000,610,2009,7,"07//2009",2932,2,4,2,8,4
"932",1965,0,925,925,925,5,117500,429,2009,7,"07//2009",1850,2,3,1,2,2
"933",2006,0,1905,1905,1905,8,320000,788,2007,3,"03//2007",3810,3,5,3,8,4
"934",2004,0,1500,1500,1500,6,190000,570,2009,8,"08//2009",3000,2,4,2,8,3
"935",2007,0,2069,2069,585,9,242000,505,2008,11,"11//2008",2654,2,3,3,8,5
"936",1953,0,747,747,600,5,79900,528,2006,6,"06//2006",1347,1,3,1,1,2
"937",2003,0,1200,1200,1176,5,184900,555,2009,8,"08//2009",2376,2,4,2,8,2
"938",2005,858,1113,1971,1113,8,253000,689,2009,2,"02//2009",3084,2,4,3,8,4
"939",2006,571,1391,1962,1391,7,239799,868,2006,8,"08//2006",3353,3,5,3,8,4
"940",1950,1196,1207,2403,1032,10,244400,349,2010,6,"06//2010",3435,3,2,4,1,6
"941",1976,0,1728,1728,1728,8,150900,574,2006,7,"07//2006",3456,3,4,3,4,4
"942",1999,1038,1022,2060,992,8,214000,390,2009,6,"06//2009",3052,2,3,3,7,4
"943",1977,0,1440,1440,1440,8,150000,0,2007,8,"08//2007",2880,2,1,2,4,4
"944",1967,0,1632,1632,1632,8,143000,576,2007,6,"06//2007",3264,3,4,2,3,4
"945",1958,0,1344,1344,819,7,137500,525,2009,1,"01//2009",2163,2,3,2,2,4
"946",1996,561,1188,1869,1088,7,124900,456,2009,9,"09//2009",2837,2,3,3,7,4
"947",1959,0,1144,1144,1144,6,143000,796,2006,3,"03//2006",2288,2,5,2,2,3
"948",2003,0,1629,1629,1616,9,270000,808,2007,11,"11//2007",3245,3,5,2,8,5
"949",2002,840,936,1776,936,7,192500,474,2006,2,"02//2006",2712,2,3,3,7,4
"950",2006,0,1381,1381,1161,5,197500,676,2010,3,"03//2010",2542,2,4,2,8,2
"951",2002,0,864,864,864,5,129000,720,2007,7,"07//2007",1728,1,5,1,7,2
"952",1965,0,965,965,828,6,119900,300,2006,7,"07//2006",1793,2,2,1,2,3
"953",2003,0,768,768,768,5,133900,396,2009,4,"04//2009",1536,1,3,1,8,2
"954",1969,800,1168,1968,784,7,172000,530,2008,9,"09//2008",2752,2,3,3,3,4
"955",1975,0,980,980,945,4,127500,0,2006,10,"10//2006",1925,2,1,1,4,2
"956",1950,979,979,1958,979,8,145000,492,2007,8,"08//2007",2937,2,3,3,1,4
"957",1980,668,561,1229,561,5,124000,462,2009,5,"05//2009",1790,2,3,2,4,2
"958",1962,0,1057,1057,1057,6,132000,576,2007,4,"04//2007",2114,2,4,2,2,3
"959",2003,0,1337,1337,1337,6,185000,531,2007,10,"10//2007",2674,2,3,2,8,3
"960",1999,720,696,1416,696,6,155000,484,2010,5,"05//2010",2112,2,3,2,7,3
"961",2008,0,858,858,858,4,116500,0,2010,2,"02//2010",1716,1,1,1,8,2
"962",1995,1330,1542,2872,1330,11,272000,619,2008,7,"07//2008",4202,3,4,4,6,6
"963",1976,744,804,1548,804,7,155000,440,2007,7,"07//2007",2352,2,3,2,4,4
"964",2007,0,1800,1800,1800,7,239000,702,2009,5,"05//2009",3600,3,4,3,8,4
"965",2003,1070,824,1894,817,8,214900,510,2010,2,"02//2010",2711,2,3,3,8,4
"966",2007,701,783,1484,783,8,178900,393,2007,7,"07//2007",2267,2,3,2,8,4
"967",1950,332,976,1308,728,7,160000,256,2009,6,"06//2009",2036,2,2,2,1,4
"968",1955,0,1098,1098,1098,6,135000,260,2008,7,"07//2008",2196,2,2,2,1,3
"969",1950,368,600,968,600,6,37900,0,2009,5,"05//2009",1568,1,1,1,1,3
"970",1958,0,1095,1095,588,6,140000,264,2006,3,"03//2006",1683,1,2,2,2,3
"971",1950,472,720,1192,720,6,135000,0,2006,12,"12//2006",1912,2,1,2,1,3
"972",2004,862,764,1626,764,6,173000,474,2009,7,"07//2009",2390,2,3,2,8,3
"973",1979,0,918,918,918,5,99500,264,2010,4,"04//2010",1836,2,2,1,4,2
"974",2008,0,1428,1428,1428,6,182000,480,2008,12,"12//2008",2856,2,3,2,8,3
"975",1993,883,1136,2019,728,8,167500,532,2009,10,"10//2009",2747,2,4,3,6,4
"976",2000,709,673,1382,673,6,165000,490,2006,4,"04//2006",2055,2,3,2,7,3
"977",1958,0,869,869,440,4,85500,0,2006,8,"08//2006",1309,1,1,1,2,2
"978",2007,0,1241,1241,1241,4,199900,569,2007,11,"11//2007",2482,2,4,2,8,2
"979",1954,0,894,894,894,5,110000,400,2007,5,"05//2007",1788,2,3,1,1,2
"980",1963,0,1121,1121,1121,5,139000,480,2009,6,"06//2009",2242,2,3,2,2,2
"981",2007,0,999,999,944,6,178400,588,2008,7,"07//2008",1943,2,4,2,8,3
"982",1999,1336,1276,2612,1225,8,336000,676,2009,7,"07//2009",3837,3,4,4,7,4
"983",2007,0,1266,1266,1266,6,159895,388,2008,3,"03//2008",2532,2,3,2,8,3
"984",2002,1141,1149,2290,1128,9,255900,779,2008,5,"05//2008",3418,3,5,3,7,5
"985",1977,432,1302,1734,0,8,126000,539,2009,8,"08//2009",1734,1,4,3,4,4
"986",1950,0,1164,1164,1164,5,125000,240,2008,8,"08//2008",2328,2,2,2,1,2
"987",2003,634,1001,1635,485,5,117000,255,2006,6,"06//2006",2120,2,2,2,8,2
"988",2010,0,1940,1940,1930,8,395192,606,2010,4,"04//2010",3870,3,4,3,8,4
"989",1976,912,1118,2030,848,8,195000,551,2007,6,"06//2007",2878,2,4,3,4,4
"990",2006,798,778,1576,770,6,197000,614,2006,8,"08//2006",2346,2,4,2,8,3
"991",1998,985,1407,2392,1396,7,348000,870,2006,6,"06//2006",3788,3,5,4,7,4
"992",1986,826,916,1742,916,8,168000,424,2009,11,"11//2009",2658,2,3,3,5,4
"993",1993,831,1020,1851,822,7,187000,440,2007,7,"07//2007",2673,2,3,3,6,4
"994",2006,750,750,1500,750,6,173900,564,2006,8,"08//2006",2250,2,4,2,8,3
"995",2007,0,1718,1718,1700,7,337500,786,2009,7,"07//2009",3418,3,5,3,8,4
"996",1950,456,774,1230,747,5,121600,305,2006,8,"08//2006",1977,2,2,2,1,2
"997",1961,0,1050,1050,1050,6,136500,368,2006,1,"01//2006",2100,2,3,2,2,3
"998",1970,0,1442,1442,1442,6,185000,615,2009,2,"02//2009",2884,2,4,2,3,3
"999",1950,0,1077,1077,1007,6,91000,210,2006,5,"05//2006",2084,2,2,2,1,3
"1000",2006,0,1208,1208,1187,6,206000,632,2010,2,"02//2010",2395,2,4,2,8,3
"1001",1952,0,944,944,0,4,82000,528,2009,7,"07//2009",944,1,3,1,1,2
"1002",1950,0,691,691,691,4,86000,216,2007,1,"01//2007",1382,1,2,1,1,2
"1003",2006,0,1574,1574,1574,7,232000,824,2008,7,"07//2008",3148,2,5,2,8,4
"1004",1976,0,1680,1680,1680,8,136905,528,2007,6,"06//2007",3360,3,3,3,4,4
"1005",2006,0,1504,1504,1346,7,181000,457,2009,5,"05//2009",2850,2,3,2,8,4
"1006",1977,0,985,985,985,6,149900,328,2008,11,"11//2008",1970,2,2,1,4,3
"1007",1970,0,1657,1657,1657,7,163500,484,2007,3,"03//2007",3314,3,3,2,3,4
"1008",1970,546,546,1092,546,6,88000,286,2009,8,"08//2009",1638,1,2,2,3,3
"1009",2005,0,1710,1710,1710,7,240000,550,2009,4,"04//2009",3420,3,4,3,8,4
"1010",1950,0,1008,1522,1008,7,102000,0,2006,6,"06//2006",2016,2,1,2,1,4
"1011",1950,551,720,1271,720,7,135000,312,2008,8,"08//2008",1991,2,2,2,1,4
"1012",1965,0,1664,1664,0,8,100000,0,2010,5,"05//2010",1664,1,1,3,2,4
"1013",1996,602,900,1502,602,7,165000,180,2007,8,"08//2007",2104,2,2,2,7,4
"1014",2006,0,1022,1022,1022,4,85000,280,2009,6,"06//2009",2044,2,2,2,8,2
"1015",1950,0,1082,1082,1082,5,119200,240,2007,11,"11//2007",2164,2,2,2,1,2
"1016",2001,855,810,1665,810,6,227000,528,2009,11,"11//2009",2475,2,3,3,7,3
"1017",1996,0,1504,1504,1504,6,203000,478,2009,6,"06//2009",3008,2,3,2,7,3
"1018",1984,0,1360,1360,1220,4,187500,565,2009,8,"08//2009",2580,2,4,2,5,2
"1019",1992,670,802,1472,384,7,160000,402,2007,5,"05//2007",1856,2,3,2,6,4
"1020",2005,0,1506,1506,1362,6,213490,440,2006,4,"04//2006",2868,2,3,2,8,3
"1021",2005,0,1132,1132,1132,5,176000,451,2008,6,"06//2008",2264,2,3,2,8,2
"1022",2006,0,1220,1220,1199,6,194000,632,2006,7,"07//2006",2419,2,4,2,8,3
"1023",1950,336,912,1248,912,6,87000,160,2007,3,"03//2007",2160,2,1,2,1,3
"1024",2006,0,1504,1504,1346,7,191000,437,2008,5,"05//2008",2850,2,3,2,8,4
"1025",1976,0,2898,2898,1565,10,287000,665,2008,5,"05//2008",4463,3,4,4,4,6
"1026",1972,0,882,882,882,5,112500,461,2007,3,"03//2007",1764,2,3,1,3,2
"1027",1960,0,1264,1264,1268,6,167500,461,2010,4,"04//2010",2532,2,3,2,2,3
"1028",2008,0,1646,1646,1638,7,293077,800,2008,4,"04//2008",3284,3,5,2,8,4
"1029",1950,408,968,1376,768,6,105000,240,2007,4,"04//2007",2144,2,2,2,1,3
"1030",1972,546,672,1218,672,7,118000,264,2006,5,"05//2006",1890,2,2,2,3,4
"1031",1995,980,948,1928,686,10,160000,0,2006,7,"07//2006",2614,2,1,3,6,6
"1032",1970,998,1687,3082,824,12,197000,672,2009,8,"08//2009",3509,3,4,5,3,7
"1033",1993,1168,1352,2520,1338,10,310000,796,2006,11,"11//2006",3858,3,5,4,6,6
"1034",2002,0,1654,1654,1654,6,230000,900,2006,2,"02//2006",3308,3,6,2,7,3
"1035",1950,0,954,954,920,5,119750,240,2007,6,"06//2007",1874,2,2,1,1,2
"1036",1957,0,845,845,0,5,84000,290,2009,1,"01//2009",845,1,2,1,1,2
"1037",2008,0,1620,1620,1620,6,315500,912,2009,9,"09//2009",3240,3,6,2,8,3
"1038",2002,1208,1055,2263,1055,7,287000,905,2008,9,"09//2008",3318,3,6,3,7,4
"1039",2008,546,798,1344,546,6,97000,0,2009,5,"05//2009",1890,2,1,2,8,3
"1040",1970,0,630,630,630,3,80000,286,2009,4,"04//2009",1260,1,2,1,3,1
"1041",2000,0,1803,1803,1134,8,155000,484,2006,1,"01//2006",2937,2,3,3,7,4
"1042",2000,832,800,1632,800,7,173000,484,2008,7,"07//2008",2432,2,3,2,7,4
"1043",2005,0,1306,1306,1306,5,196000,624,2009,8,"08//2009",2612,2,4,2,8,2
"1044",1990,797,1532,2329,1475,10,262280,514,2008,5,"05//2008",3804,3,3,4,6,6
"1045",1981,0,2524,2524,2524,9,278000,542,2009,7,"07//2009",5048,4,4,4,5,5
"1046",1955,0,1733,1733,0,8,139600,452,2009,6,"06//2009",1733,1,3,3,1,4
"1047",2006,876,1992,2868,1992,11,556581,716,2006,7,"07//2006",4860,4,5,4,8,6
"1048",1995,0,990,990,990,5,145000,672,2008,2,"02//2008",1980,2,4,1,6,2
"1049",2006,0,1771,1771,0,9,115000,336,2009,11,"11//2009",1771,2,2,3,8,5
"1050",2006,0,930,930,0,6,84900,308,2010,4,"04//2010",930,1,2,1,8,3
"1051",2007,0,1302,1302,1302,6,176485,436,2007,8,"08//2007",2604,2,3,2,8,3
"1052",2007,0,1316,1316,1316,6,200141,440,2007,10,"10//2007",2632,2,3,2,8,3
"1053",1978,850,1127,1977,816,9,165000,540,2007,6,"06//2007",2793,2,4,3,4,5
"1054",2002,0,1526,1526,1216,7,144500,364,2010,5,"05//2010",2742,2,3,2,7,4
"1055",2002,898,1091,1989,1065,7,255000,586,2006,11,"11//2006",3054,2,4,3,7,4
"1056",1976,0,1523,1523,1193,7,180000,478,2008,5,"05//2008",2716,2,3,2,4,4
"1057",2005,0,1364,1364,1364,6,185850,484,2006,6,"06//2006",2728,2,3,2,8,3
"1058",1994,871,979,1850,973,7,248000,467,2009,1,"01//2009",2823,2,3,3,6,4
"1059",2008,1054,1130,2184,1104,10,335000,836,2009,7,"07//2009",3288,3,5,3,8,6
"1060",1950,895,1096,1991,854,7,220000,432,2007,3,"03//2007",2845,2,3,3,1,4
"1061",2001,0,1338,1338,1338,6,213500,582,2010,4,"04//2010",2676,2,4,2,7,3
"1062",1950,0,894,894,894,6,81000,1248,2008,8,"08//2008",1788,2,8,1,1,3
"1063",1950,915,1422,2337,662,10,90000,560,2007,9,"09//2007",2999,2,4,4,1,6
"1064",1980,0,1103,1103,1103,5,110500,440,2006,7,"07//2006",2206,2,3,2,4,2
"1065",1966,0,1154,1154,1154,6,154000,480,2009,11,"11//2009",2308,2,3,2,3,3
"1066",1997,954,1306,2260,1306,7,328000,533,2010,4,"04//2010",3566,3,4,3,7,4
"1067",1994,772,799,1571,799,7,178000,380,2009,5,"05//2009",2370,2,3,2,6,4
"1068",1964,813,798,1611,780,7,167900,442,2008,6,"06//2008",2391,2,3,2,2,4
"1069",1973,1230,1291,2521,942,10,151400,576,2006,6,"06//2006",3463,3,4,4,4,6
"1070",2003,0,893,893,845,4,135000,576,2007,5,"05//2007",1738,1,4,1,8,2
"1071",1956,0,1048,1048,1048,6,135000,286,2007,6,"06//2007",2096,2,2,2,1,3
"1072",1968,727,829,1556,727,8,154000,441,2009,5,"05//2009",2283,2,3,2,3,4
"1073",1950,454,1002,1456,810,7,91500,280,2006,8,"08//2006",2266,2,2,2,1,4
"1074",1977,728,698,1426,690,6,159500,440,2009,7,"07//2009",2116,2,3,2,4,3
"1075",2006,0,1240,1240,1240,5,194000,826,2007,5,"05//2007",2480,2,5,2,8,2
"1076",1984,780,960,1740,800,6,219500,240,2007,7,"07//2007",2540,2,2,3,5,3
"1077",1989,370,1096,1466,796,7,170000,566,2006,4,"04//2006",2262,2,4,2,6,4
"1078",1969,0,1096,1096,1096,6,138800,299,2006,3,"03//2006",2192,2,2,2,3,3
"1079",2004,0,848,848,848,3,155900,420,2006,5,"05//2006",1696,1,3,1,8,1
"1080",1994,0,990,990,990,5,126000,299,2007,4,"04//2007",1980,2,2,1,6,2
"1081",2004,0,1258,1258,1258,5,145000,528,2008,10,"10//2008",2516,2,3,2,8,2
"1082",1963,0,1040,1040,1040,5,133000,308,2010,6,"06//2010",2080,2,2,2,2,2
"1083",2002,0,1459,1459,1459,6,192000,527,2007,9,"09//2007",2918,2,3,2,7,3
"1084",1964,0,1251,1251,1251,6,160000,461,2006,3,"03//2006",2502,2,3,2,2,3
"1085",1996,807,691,1498,691,6,187500,409,2006,7,"07//2006",2189,2,3,2,7,3
"1086",1992,0,996,996,936,5,147000,564,2010,4,"04//2010",1932,2,4,1,6,2
"1087",1973,546,546,1092,546,6,83500,286,2010,5,"05//2010",1638,1,2,2,4,3
"1088",2006,871,1082,1953,1082,9,252000,1043,2009,5,"05//2009",3035,2,6,3,8,5
"1089",2004,739,970,1709,970,7,137500,380,2006,4,"04//2006",2679,2,3,3,8,4
"1090",2005,0,1247,1247,1247,4,197000,550,2006,4,"04//2006",2494,2,4,2,8,2
"1091",1950,0,1040,1040,0,6,92900,400,2009,6,"06//2009",1040,1,3,2,1,3
"1092",2000,628,624,1252,600,4,160000,462,2008,3,"03//2008",1852,2,3,2,7,2
"1093",1950,304,1390,1694,1181,7,136500,576,2008,6,"06//2008",2875,2,4,3,1,4
"1094",1998,0,1200,1200,864,6,146000,884,2006,10,"10//2006",2064,2,5,2,7,3
"1095",2000,0,936,936,936,4,129000,308,2010,5,"05//2010",1872,2,2,1,7,2
"1096",2006,0,1314,1314,1314,6,176432,440,2007,3,"03//2007",2628,2,3,2,8,3
"1097",2006,582,773,1355,684,7,127000,0,2007,3,"03//2007",2039,2,1,2,8,4
"1098",1986,0,1088,1088,1074,5,170000,461,2007,10,"10//2007",2162,2,3,2,5,2
"1099",1950,567,757,1324,672,6,128000,240,2009,7,"07//2009",1996,2,2,2,1,3
"1100",1978,0,1601,1601,1271,7,157000,478,2009,4,"04//2009",2872,2,3,2,4,4
"1101",1950,0,438,438,290,3,60000,246,2009,1,"01//2009",728,1,2,1,1,1
"1102",1971,0,950,950,950,5,119500,280,2007,7,"07//2007",1900,2,2,1,3,2
"1103",2002,0,1134,1134,1010,6,135000,254,2007,4,"04//2007",2144,2,2,2,7,3
"1104",1959,0,1194,1194,655,6,159500,539,2006,7,"07//2006",1849,2,4,2,2,3
"1105",1970,672,630,1302,630,6,106000,440,2007,4,"04//2007",1932,2,3,2,3,3
"1106",1995,1122,1500,2622,1463,9,325000,712,2010,4,"04//2010",4085,3,5,4,6,5
"1107",1991,0,1442,1442,910,6,179900,719,2007,5,"05//2007",2352,2,5,2,6,3
"1108",2006,1134,887,2021,868,9,274725,422,2006,9,"09//2006",2889,2,3,3,8,5
"1109",2000,742,948,1690,924,7,181000,463,2007,11,"11//2007",2614,2,3,3,7,4
"1110",2005,0,1836,1836,1836,7,280000,862,2009,3,"03//2009",3672,3,5,3,8,4
"1111",1996,885,773,1658,773,8,188000,431,2008,6,"06//2008",2431,2,3,2,7,4
"1112",1976,866,1098,1964,803,8,205000,483,2008,9,"09//2008",2767,2,3,3,4,4
"1113",1957,0,816,816,816,5,129900,308,2006,7,"07//2006",1632,1,2,1,1,2
"1114",2006,0,1008,1008,1008,6,134500,240,2007,5,"05//2007",2016,2,2,2,8,3
"1115",2000,0,833,833,833,4,117000,326,2006,8,"08//2006",1666,1,2,1,7,2
"1116",2007,0,1734,1734,1734,7,318000,928,2007,11,"11//2007",3468,3,6,3,8,4
"1117",2002,640,779,1419,408,7,184100,527,2009,3,"03//2009",1827,2,3,2,7,4
"1118",2003,0,894,894,894,5,130000,450,2008,5,"05//2008",1788,2,3,1,8,2
"1119",1987,580,1021,1601,533,6,140000,300,2008,12,"12//2008",2134,2,2,2,5,3
"1120",1959,0,1040,1040,1040,6,133700,286,2006,7,"07//2006",2080,2,2,2,2,3
"1121",1950,0,1012,1012,1012,6,118400,308,2007,5,"05//2007",2024,2,2,2,1,3
"1122",2006,0,1552,1552,1552,7,212900,782,2006,7,"07//2006",3104,2,5,2,8,4
"1123",1956,0,960,960,672,5,112000,288,2009,10,"10//2009",1632,1,2,1,1,2
"1124",2008,0,698,698,698,4,118000,0,2009,6,"06//2009",1396,1,1,1,8,2
"1125",1992,670,812,1482,384,7,163900,392,2007,7,"07//2007",1866,2,3,2,6,4
"1126",1955,0,1005,1005,1005,5,115000,672,2009,11,"11//2009",2010,2,4,2,1,2
"1127",2007,0,1555,1555,1373,7,174000,660,2009,6,"06//2009",2928,2,4,2,8,4
"1128",2004,0,1530,1530,1530,7,259000,630,2007,11,"11//2007",3060,2,4,2,8,4
"1129",2005,1112,847,1959,847,8,215000,434,2007,7,"07//2007",2806,2,3,3,8,4
"1130",1980,0,936,936,936,4,140000,672,2007,8,"08//2007",1872,2,4,1,4,2
"1131",1950,653,1328,1981,1122,7,135000,576,2009,12,"12//2009",3103,2,4,3,1,4
"1132",1992,0,974,974,974,5,93500,0,2007,9,"09//2007",1948,2,1,1,6,2
"1133",1950,1032,1178,2210,1008,8,117500,205,2007,5,"05//2007",3218,3,2,3,1,4
"1134",1995,878,1142,2020,1128,8,239500,466,2009,6,"06//2009",3148,2,3,3,6,4
"1135",1997,684,916,1600,916,7,169000,460,2007,8,"08//2007",2516,2,3,2,7,4
"1136",1950,0,986,986,960,5,102000,180,2007,5,"05//2007",1946,2,2,1,1,2
"1137",1950,220,1032,1252,1032,6,119000,288,2008,4,"04//2008",2284,2,2,2,1,3
"1138",1996,240,780,1020,780,6,94000,0,2010,5,"05//2010",1800,2,1,2,7,3
"1139",1977,0,1567,1567,1567,5,196000,714,2009,5,"05//2009",3134,2,5,2,4,2
"1140",1950,0,1167,1167,915,6,144000,495,2007,5,"05//2007",2082,2,3,2,1,3
"1141",1951,0,952,952,952,4,139000,840,2008,6,"06//2008",1904,2,5,1,1,2
"1142",1976,780,1088,1868,780,9,197500,484,2009,10,"10//2009",2648,2,3,3,4,5
"1143",2007,1362,1466,2828,1466,11,424870,1052,2007,4,"04//2007",4294,3,6,4,8,6
"1144",1959,0,1006,1006,1006,5,80000,0,2008,7,"07//2008",2012,2,1,2,2,2
"1145",1950,252,672,924,672,5,80000,280,2010,7,"07//2010",1596,1,2,1,1,2
"1146",1950,534,1042,1576,1042,8,149000,225,2006,8,"08//2006",2618,2,2,2,1,4
"1147",1985,0,1298,1298,1298,5,180000,403,2006,5,"05//2006",2596,2,3,2,5,2
"1148",1950,704,860,1564,704,7,174500,234,2009,7,"07//2009",2268,2,2,2,1,4
"1149",1950,539,572,1111,572,5,116900,288,2008,8,"08//2008",1683,1,2,2,1,2
"1150",1988,650,832,1482,650,7,143000,324,2009,7,"07//2009",2132,2,2,2,6,4
"1151",1950,0,932,932,932,4,124000,306,2007,11,"11//2007",1864,2,2,1,1,2
"1152",1959,0,1466,1466,1466,6,149900,528,2006,11,"11//2006",2932,2,3,2,2,3
"1153",2004,0,1811,1811,1073,6,230000,470,2006,7,"07//2006",2884,2,3,3,8,3
"1154",2007,0,816,816,816,5,120500,432,2008,6,"06//2008",1632,1,3,1,8,2
"1155",1988,918,902,1820,864,8,201800,492,2008,5,"05//2008",2684,2,3,3,6,4
"1156",2004,0,1437,1437,1437,6,218000,528,2007,7,"07//2007",2874,2,3,2,8,3
"1157",1999,0,1265,1265,1219,6,179900,502,2008,10,"10//2008",2484,2,3,2,7,3
"1158",2008,0,1314,1314,1314,6,230000,626,2009,7,"07//2009",2628,2,4,2,8,3
"1159",2008,0,1580,1580,1580,7,235128,830,2008,6,"06//2008",3160,2,5,2,8,4
"1160",1974,933,943,1876,901,8,185000,540,2008,7,"07//2008",2777,2,4,3,4,4
"1161",1978,601,855,1456,855,7,146000,440,2010,7,"07//2010",2311,2,3,2,4,4
"1162",2006,0,1640,1640,1296,7,224000,924,2008,11,"11//2008",2936,2,6,2,8,4
"1163",1968,0,894,894,894,5,129000,450,2007,5,"05//2007",1788,2,3,1,3,2
"1164",1969,0,1258,1258,1198,6,108959,400,2008,1,"01//2008",2456,2,3,2,3,3
"1165",1978,0,1432,1432,1360,5,194000,588,2007,6,"06//2007",2792,2,4,2,4,2
"1166",2009,0,1502,1502,1502,7,233170,644,2009,9,"09//2009",3004,2,4,2,8,4
"1167",2008,0,1694,1694,1694,7,245350,776,2010,2,"02//2010",3388,3,5,3,8,4
"1168",2000,712,959,1671,959,7,173000,472,2006,2,"02//2006",2630,2,3,3,7,4
"1169",1986,872,1236,2108,1127,7,235000,540,2008,7,"07//2008",3235,3,4,3,5,4
"1170",1996,1796,1831,3627,1930,10,625000,807,2006,7,"07//2006",5557,4,5,5,7,6
